ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI1610,5,4,-14.72156724,35.34269043,482,6,19/05/2018,19/05/2018,Maize,Store,Main,NA,15.022,NA,NA,0.786,NA,66.376,NA,0.029,0.512,0.004,1.851,31.801,5526.551,NA,1513.14,6.886,0.335,0.534,3910.103,NA,12.574,2070.54815,NA,0.652,NA,NA,0.29,33.882,792.64577,4.76956,7537.67545,0.10987,22.71722,0,0.4078,0.4078,1.27732,463.49014,0.00112,0.00149,0.00013,0.10727,0.19258,3.3361,14.78566,0.16653,0.00481,2.67414,2.83488,31.57083,1519.23857,0.08444,12799.03451,0.17105,83.29807,712.46884,0.63926,62.03704,894.40055,9.3946,111.66415,16.63461,251.00446,0.00007,0.10959,0.0276,0.04963,7.44444,64.61002,0.09044,0.07347,4.51066,24.76,246.52252,NA,305.12743,0.1319,0.00059,2.83706,43.41877,4.55,5.47,0.61579,22.64394,1.55194,19.83085,0.75948,28.02986,0.52328,0.22022,1440.91091,0.0001,0.09766,1.26257,0.57896,0.52568,15.00558
MWI1611,6,5,-13.25820174,33.90371195,1183,6,29/05/2018,29/05/2018,Maize,Store,Main,NA,3.199,NA,NA,0.244,NA,49.778,NA,NA,NA,NA,1.801,NA,3818.529,NA,1103.328,4.173,0.616,NA,2257.035,NA,2.028,1962.47089,0.01742,0.31,NA,NA,0.253,20.227,3158.15559,0.04784,57176.31017,0.5335,9.13659,0,2.201,2.201,8.29065,3256.74008,0.00871,0.00018,0.08286,0.37028,0.00039,24.05127,153.48575,1.236,0.00443,50.65827,11.32553,9.35937,2955.232,0.00549,60568.23944,0.43565,141.796,7375.46197,2.17258,161.17723,8858.90206,21.57457,315.49231,0.0894,634.15071,0.0001,0.08228,0.1405,0.03439,3.65547,162.11267,0.24191,0.00545,69.09739,6.01273,89.76054,0.11817,278.60104,0.22672,0.00008,6.4214,95.03586,5.57,6.22,1.98319,104.27663,1.38995,142.92295,2.83503,142.95401,1.54515,0.44879,1663.62391,0.00001,0.30504,4.41998,3.21647,0.01282,58.51165
MWI1612,5,4,-14.57048415,35.54481684,918,7,19/05/2018,19/05/2018,Maize,Store,Close pair,NA,82.507,NA,NA,0.715,NA,62.643,NA,0.033,0.629,NA,1.853,61.094,4527.799,NA,1481.8,7.599,1.033,0.308,3549.365,0.02,6.37,1906.56616,0.03295,0.443,NA,NA,0.364,21.99,1787.4784,0.4971,30902.42007,0.44002,13.59536,0,0.8082,0.8082,1.49358,293.32325,0.00223,0.00095,0.00035,0.16157,0.05939,7.28771,20.09911,0.47945,0.00536,7.93755,2.88819,12.3528,906.35909,0.0107,20103.28382,0.16712,77.00326,220.09253,0.50702,54.60913,233.30823,42.68398,411.07903,48.32048,610.21362,0.00015,0.24878,0.0468,0.02394,1.97751,5.73094,0.06497,0.0236,9.74758,18.44,224.06709,NA,449.07893,0.21208,0.00034,12.33143,86.83663,5.19,5.66,1.52711,37.12652,1.20393,30.70385,3.3767,88.22054,1.40363,0.59364,1233.64779,0.00006,0.35639,1.97365,1.52082,0.25674,23.6483
MWI1613,5,4,-14.56989516,35.54201737,913,7,19/05/2018,19/05/2018,Maize,Store,Close pair,NA,31.129,NA,NA,1.134,NA,60.871,NA,0.036,0.233,0.002,2.058,28.508,3801.833,NA,1109.876,7.446,0.276,0.137,2502.518,NA,14.746,1394.55692,NA,0.426,NA,NA,0.303,15.97,1439.03037,2.21035,21736.63608,0.30353,7.55681,0,0.5538,0.5538,0.73804,87.35192,0.00222,0.00177,0.00078,0.2324,0.26287,7.2588,16.25536,0.26487,0.00697,4.70211,2.85638,17.70085,833.72107,0.01332,15586.6356,0.07873,36.59592,278.92965,0.34169,33.64017,279.1271,43.01916,314.11543,65.51413,453.67721,0.00027,0.23596,0.0344,0.03151,2.91981,6.88155,0.05036,0.03505,6.71487,75.2,360.2469,0.17837,604.53824,0.10649,0.00031,6.70091,97.76733,5.14,5.14,1.30608,29.89769,1.53849,20.56519,2.62127,81.02035,1.33036,0.4352,1163.40308,0.00007,0.32947,1.8971,1.21206,0.41622,20.11853
MWI1614,5,4,-14.57913138,35.59349801,804,5,19/05/2018,19/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.627,NA,65.692,NA,0.015,0.372,NA,2.366,16.977,4969.966,NA,1667.911,7.911,0.532,0.289,4029.509,NA,7.191,1821.18417,0.0696,0.439,NA,NA,0.269,29.05,1058.38596,0.10869,14860.48236,0.39787,12.46703,0,0.5446,0.5446,2.00175,363.76102,0.00198,0.00057,0.02099,0.14308,0.02583,6.84866,11.63218,0.16144,0.00507,2.98751,3.77303,13.62872,992.28537,0.01467,14237.76585,0.15719,80.25032,371.52247,0.50534,52.77674,346.46443,19.65835,239.0918,15.23303,517.76818,0.00021,0.15909,0.0326,0.02356,2.16771,6.38724,0.09188,0.01813,4.46573,25,226.09715,NA,504.61625,0.04019,0.00043,5.01797,43.32545,5.48,6.08,0.42779,25.77385,1.45524,20.1196,1.50734,45.76552,2.16864,0.44699,2354.40519,0.00001,0.87587,2.84723,1.66221,0.29244,29.53334
MWI1615,5,4,-14.50815121,35.58764334,833,7,19/05/2018,19/05/2018,Maize,Store,Main,NA,13.52,NA,NA,1.026,NA,64.223,NA,0.018,0.208,NA,1.504,17.306,3437.68,NA,946.972,5.146,0.407,0.132,2348.744,NA,8.974,1414.07382,0.03067,0.421,NA,NA,0.275,18.899,1541.24946,0.06326,26595.49469,0.33828,8.0845,0,0.7007,0.7007,1.79958,378.87384,0.00273,0.00044,0.01218,0.16042,0.00195,8.98172,16.94242,0.25437,0.00673,4.97871,3.65522,9.89739,924.53488,0.02894,26700.87544,0.3069,142.12313,290.02564,0.6601,68.72127,311.84699,27.86606,315.48662,3.6641,805.89417,0.00023,0.03623,0.0469,0.02651,2.84041,12.36903,0.02973,0.00568,6.35218,23.2,242.27085,NA,506.61912,0.06511,0.00028,8.97949,69.99894,5.77,6.26,1.20413,37.66925,2.06108,28.25035,4.26219,106.69636,2.62754,0.50335,1948.71721,0.00002,0.71298,3.51976,2.37406,0.08164,58.38897
MWI1616,5,4,-15.05737265,35.19091579,481,5,21/05/2018,21/05/2018,Maize,Store,Main,NA,82.274,NA,NA,1.055,NA,93.907,NA,0.058,0.75,NA,2.943,73.936,5040.756,NA,1367.658,8.373,0.279,0.542,3341.917,NA,8.763,1929.58676,NA,0.901,NA,NA,0.43,29.683,1123.64943,0.04092,29270.84734,0.26437,26.21548,0,0.7993,0.7993,10.34221,2033.74628,0.00767,0.00022,0.01844,0.21785,0.00027,10.13363,41.97745,0.74612,0.00586,11.83241,12.46349,12.50705,1210.1918,0.01112,26493.02311,0.39905,121.45301,2559.77222,3.15189,207.89267,3158.35099,16.25288,282.1256,0.04502,446.0589,0.00028,0.00261,0.0698,0.05197,6.43311,105.76493,0.47959,0.0265,18.91358,10.22,125.84844,NA,233.06904,0.36395,0.00024,4.9859,56.06571,6.05,6.52,1.56536,55.76398,1.77115,64.50828,1.84707,40.50293,0.71307,0.32917,812.05585,0.00001,0.78283,5.34014,2.99507,0.03005,37.27785
MWI1617,5,4,-15.03682948,35.18675485,493,5,21/05/2018,21/05/2018,Sorghum,Store,Main,NA,35.326,NA,NA,2.743,NA,153.577,NA,0.134,0.969,NA,3.379,83.538,5059.882,NA,1881.24,19.005,0.992,1.074,3708.422,NA,4.022,1800.00469,0.14525,3.103,NA,NA,0.467,22.486,848.7319,0.08393,9963.65709,0.25213,34.63421,0,0.4007,0.4007,2.58393,1152.49979,0.00362,0.00095,0.02176,0.14319,0.09591,4.97405,15.7093,0.22554,0.00505,3.72041,5.41286,26.77334,1700.98927,0.02364,13094.47325,0.57566,218.55048,1397.58728,1.01295,88.12975,1286.61663,18.43484,184.13278,17.30019,318.62493,0.00098,0.14875,0.0259,0.0564,8.36238,119.22801,0.18983,0.05248,6.17011,47.34,291.39597,1.25126,440.29579,0.11742,0.00024,3.00724,53.75573,5.66,6.11,0.62237,20.18165,2.76991,22.02924,1.31824,40.46285,1.32221,0.23285,1529.80204,0.00002,0.28796,1.84345,1.6947,0.17738,16.48367
MWI1618,5,4,-15.0197493,35.09330358,568,8,21/05/2018,21/05/2018,Maize,Store,Main,NA,NA,NA,NA,0.393,NA,70.798,NA,0.009,0.298,NA,1.552,17.114,4715.846,NA,1359.547,5.133,0.381,0.421,3430.546,NA,3.362,2027.72771,NA,0.705,NA,NA,0.263,24.5,1043.59493,0.05388,29841.90529,0.81342,37.7641,0.0281,1.4539,1.482,8.79167,3072.34226,0.01523,0.00015,0.06214,0.12546,0.00124,13.625,75.47617,0.58987,0.01162,28.11731,9.61585,10.21453,1232.33449,0.01754,36292.44862,0.77939,294.3696,9133.83595,2.26613,194.20808,7968.06914,13.90423,369.63374,0.00714,557.00985,0.02387,1.03867,0.137,0.04273,6.6051,204.28527,0.46341,0.01005,39.91518,46.58,275.89502,4.38099,535.78127,0.23534,0.00024,6.32758,82.06192,6.84,7.3,1.64807,578.03287,5.73711,801.71082,1.20299,103.11101,2.96354,0.38912,2264.66125,0.0037,4.45831,25.86845,3.66349,0.03074,86.30223
MWI1619,5,4,-15.00138015,35.1318761,597,5,21/05/2018,21/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.864,NA,88.482,NA,0.007,0.272,0.002,1.054,NA,4277.087,NA,1338.249,5.193,0.722,0.161,3053.826,NA,3.843,1489.76353,0.05573,0.796,NA,NA,0.271,21.074,731.87757,0.6132,7753.46955,0.16213,16.73147,0,0.3663,0.3663,4.11803,707.32245,0.0023,0.00119,0.01635,0.04801,0.01502,2.28005,5.64353,0.06525,0.00469,1.61818,2.65506,9.87433,842.27772,0.02501,12599.29551,0.18718,90.70473,847.74264,0.64247,52.74023,698.15844,11.45082,115.89664,11.12605,211.38487,0.00039,0.25148,0.0245,0.02566,2.30974,90.40041,0.03554,0.01677,2.47519,11,103.49298,0.01731,175.16737,0.03712,0.00029,1.59836,22.58931,4.95,6.53,0.27051,18.77795,1.38422,16.37343,0.78567,23.43873,1.20203,0.15253,978.45612,0.00005,0.26015,1.58101,1.17422,0.36765,11.29159
MWI1620,5,4,-14.93828361,35.18572329,501,5,21/05/2018,21/05/2018,Maize,Standing crop,Main,NA,7.981,NA,NA,0.197,NA,86.071,NA,0.023,0.283,NA,2,21.352,4750.219,NA,1275.556,6.446,0.549,0.263,3283.117,NA,1.977,1743.82094,0.01869,0.806,NA,NA,0.278,24.912,1245.54567,0.08347,20888.60232,0.28103,6.63901,0.0257,1.5113,1.537,12.54955,3917.31129,0.01135,0.00007,0.08279,0.15427,0.00058,8.90321,24.72266,0.63612,0.007,10.4075,11.9048,67.27569,3606.98218,0.01241,19709.70808,0.69523,239.89372,2998.54414,2.17013,153.95982,2634.74852,21.69053,302.44458,0.01796,420.68399,0.00641,0.19034,0.0942,0.12943,21.48145,139.46576,0.37858,0.00661,11.32073,70.36,723.23331,2.19285,945.76093,0.21576,0.00024,4.65665,103.54949,6.87,7.11,0.92673,51.7736,3.62762,73.85939,1.99511,65.02789,1.76596,0.26477,1215.81917,0.00366,1.90857,12.84382,3.70774,0.01295,40.19431
MWI1621,5,4,-15.08867503,35.12384414,511,6,22/05/2018,22/05/2018,Maize,Store,Main,NA,NA,NA,NA,0.305,NA,75.666,NA,0.013,0.249,0.002,1.892,16.356,4606.46,NA,1253.881,4.296,0.473,0.262,3028.846,NA,4.198,1822.25115,NA,0.293,NA,NA,0.281,23.186,1472.43825,0.02904,36978.60471,0.36974,19.99993,0.0919,1.0921,1.184,24.62454,8790.79814,0.00288,0.00012,0.03125,0.05242,0.00045,9.53645,45.26985,2.11454,0.0118,17.39712,29.40202,6.03756,1262.39086,0.01076,27722.86008,0.45042,87.61512,1892.96406,5.46978,256.07301,4579.55213,4.52912,216.01,0.0034,377.45221,0.00114,0.04415,0.0808,0.18913,30.76415,159.84193,0.32606,0.00496,20.77866,1.88,150.62517,0.03617,230.51633,0.37315,0.0002,6.09637,95.64212,7.23,8.06,0.86864,65.72433,2.77179,90.40217,2.55616,71.36644,1.7322,0.31547,1435.27974,0.00204,0.42602,12.82624,3.65118,0.01671,29.89133
MWI1622,3,2,-13.34251442,33.92500215,1360,7,29/05/2018,29/05/2018,Maize,Standing crop,Close pair,NA,6.371,0.003,NA,NA,NA,50.639,NA,0.004,0.138,NA,1.41,5.425,3939.213,NA,950.865,3.063,0.609,0.066,2551.432,NA,1.435,1240.79731,NA,0.134,NA,NA,0.122,16.762,1399.54606,0.03286,18418.9852,0.47199,1.98693,0.0131,1.6649,1.678,8.14823,3884.78235,0.03179,0.00021,0.11004,0.0125,0.0003,5.7972,7.88271,0.4512,0.00686,10.86853,9.5062,13.64413,2880.19427,0.01103,43134.43639,0.47259,185.45311,4317.65485,1.41867,137.15602,2418.36457,12.70655,575.0053,0.00326,776.95706,0.0061,0.67515,0.1151,0.0203,2.88737,151.24304,0.10928,0.00176,6.6719,69.76,730.2771,6.64977,1240.95487,0.24272,0.00007,7.41821,95.21837,6.6,7.34,1.38578,90.46571,4.14966,96.60501,1.96392,65.30103,4.91512,0.33459,2081.6855,0.00015,16.61553,33.15661,3.60403,0.05162,166.52254
MWI1623,5,4,-15.10377746,35.02821961,539,5,23/05/2018,23/05/2018,Maize,Store,Main,NA,5.708,NA,NA,0.339,NA,70.365,1.181,0.016,0.374,0.004,1.957,21.057,4337.322,NA,1382.925,5.787,0.328,0.283,3261.795,NA,4.148,2180.22719,NA,0.425,NA,NA,0.266,25.375,1361.6564,0.22018,31656.52059,0.48539,16.35246,0,0.854,0.854,3.86614,1080.54916,0.00422,0.00126,0.03076,0.51592,0.368,10.30126,65.27587,0.72016,0.00534,10.88224,7.73287,45.44626,3283.29515,0.0102,31685.79894,0.31531,115.21287,2069.24572,2.43242,191.47804,2232.40258,24.75271,171.45454,28.02823,293.23083,0.00015,0.15026,0.0637,0.13181,23.67651,95.54841,0.38477,0.09112,19.32212,13.92,244.17439,NA,559.24639,0.19248,0.00025,3.8292,67.33083,5.3,5.93,3.4818,63.87883,2.35413,72.48487,2.17766,83.93051,0.68587,0.2672,1835.36369,0.00002,0.47084,2.27743,1.6977,0.23221,31.2707
MWI1624,3,2,-13.35316284,33.91853761,1371,8,29/05/2018,29/05/2018,Maize,Store,Main,NA,15.538,0.004,NA,NA,NA,69.818,NA,0.018,0.438,NA,1.549,22.747,4675.76,NA,1170.645,5.091,0.402,0.219,3102.8,NA,1.597,1227.21525,0.00352,0.214,NA,NA,0.145,21.056,1359.0275,0.02279,21700.64798,0.65541,2.88476,0.0075,0.9595,0.967,6.82447,2114.57515,0.1086,0.00119,0.59911,0.08666,0.00037,11.1227,25.61109,0.92572,0.0075,25.22922,7.37323,12.46278,2545.46645,0.00658,54714.57873,0.31974,123.61457,2482.37644,0.85751,81.86966,1555.80151,23.7594,592.3245,0.00819,803.08957,0.00162,0.3954,0.0659,0.02392,3.68935,86.22128,0.18048,0.00437,12.4183,38.76,338.32322,1.41063,703.455,0.82478,0.00006,14.82625,83.71558,6.39,7.16,1.15319,63.65134,5.01259,56.44195,7.12621,168.47381,6.80023,0.40918,1533.99067,0.00007,13.3179,30.25639,3.34598,0.08935,134.18866
MWI1625,5,4,-15.0325229,35.03896605,614,5,23/05/2018,23/05/2018,Maize,Store,Close pair,NA,10.587,0.015,NA,0.158,NA,73.305,NA,0.016,0.188,NA,2.087,19.054,4767.096,NA,1380.705,5.582,0.917,0.287,3489.627,NA,1.138,2069.75076,NA,0.209,NA,NA,0.273,22.598,2158.30034,0.04125,30491.02394,1.08899,19.00452,0.5983,1.7777,2.376,21.3299,32135.27154,0.01298,0.0002,0.08477,0.08091,0.0012,16.18924,59.70176,0.56458,0.01136,29.28765,21.44489,4.6055,1437.50046,0.01436,37949.64523,0.15515,32.95107,2558.81869,1.3408,85.48716,7860.46518,5.88006,237.11771,0.00273,474.19789,0.00239,0.31798,0.1418,0.04302,5.64458,635.52982,0.13362,0.00369,33.12137,4.26,452.39334,0.14084,2371.29599,0.16033,0.00016,5.37878,103.5764,7.17,8.12,1.01082,112.73214,2.65034,329.24926,2.76468,120.2298,3.57777,0.57324,2408.96658,0.00186,0.52679,16.15493,3.82521,0.01309,49.42413
MWI1626,5,4,-15.02805857,35.0388399,601,5,23/05/2018,23/05/2018,Maize,Store,Close pair,NA,16.713,NA,NA,0.43,NA,71.927,NA,0.029,0.687,0.002,3.277,35.844,4978.227,NA,1670.847,6.558,0.703,0.541,3678.081,0.024,5.006,1740.00683,NA,0.444,NA,NA,0.306,33.2,1309.57332,0.028,25060.68523,0.64581,18.73306,0,0.9871,0.9871,10.17434,4766.92516,0.00692,0.00019,0.03315,0.40743,0.00067,16.56933,70.43792,1.45543,0.00794,45.66736,11.03629,10.69038,1552.70392,0.00895,41150.12927,0.17523,60.90324,2707.17661,2.42079,176.02223,4733.54325,20.37257,236.52548,0.02723,364.97233,0.00027,0.32781,0.0808,0.0359,5.17873,371.73873,0.46542,0.01804,33.66018,8.42,170.58439,NA,722.32054,0.05967,0.00022,2.76662,45.056,6.04,6.82,1.10416,152.29738,2.53398,250.8705,2.6866,109.12,1.40406,0.57584,2133.44847,0.00002,0.90304,4.77748,2.94185,0.03126,33.34254
MWI1627,5,4,-15.12218198,34.90499918,645,5,24/05/2018,24/05/2018,Maize,Store,Close pair,NA,17.273,0.025,NA,1.954,NA,76.869,NA,0.011,0.362,NA,1.772,37.79,4735.421,NA,1352.772,7.146,1.555,0.223,3284.401,NA,0.954,1985.35393,0.08023,2.235,NA,NA,0.276,28.845,2074.42216,0.02104,28864.55845,13.10701,58.59128,0,1.003,1.003,9.34855,2584.1599,0.13286,0.0014,0.66664,0.07881,0.00034,16.97851,22.75201,0.97561,0.00666,38.2596,11.57974,16.76542,5972.79367,0.00651,78969.95272,0.96681,285.90472,4090.02234,2.43873,171.93815,3838.7139,82.00353,9615.49724,0.059,12348.86263,0.00181,32.18619,0.0844,0.04251,4.86134,121.40955,0.18997,0.00583,18.23273,20.48,593.9699,0.24338,4831.89631,0.16002,0.00014,15.18001,123.67063,5.96,6.64,1.79349,71.0952,2.93483,2.64507,4.20919,101.69744,1.3534,5.63523,1130.1916,0.00002,28.65141,62.41557,2.96595,0.45725,1035.4245
MWI1628,5,4,-15.11745702,34.89898483,616,7,24/05/2018,24/05/2018,Maize,Store,Close pair,NA,40.279,0.015,NA,1.867,NA,75.206,NA,0.025,0.922,NA,2.191,57.844,5290.561,NA,1603.805,8.638,1.276,0.591,3867.887,NA,1.51,2253.43766,0.01938,0.89,NA,NA,0.362,33.397,1485.22731,0.02674,29876.61457,4.73285,67.70027,0.028,1.744,1.772,16.09593,4327.71014,0.01996,0.00018,0.10003,0.09125,0.00052,14.79604,22.29046,0.9494,0.00952,38.45895,16.43359,8.36707,2239.35217,0.00841,48991.13846,0.58693,144.40286,4450.85241,2.96043,187.26296,5079.09554,13.9178,1361.82731,0.00342,2000.59772,0.01632,5.6845,0.1481,0.05186,6.83706,167.25471,0.18972,0.00302,21.98673,16.52,261.02688,0.36195,566.45618,0.67254,0.0002,37.21213,103.89331,6.97,7.65,1.73278,271.37957,2.6657,340.11214,2.97663,99.97286,2.10248,1.18206,1234.35916,0.00073,7.49907,39.47305,3.79409,0.04062,212.77045
MWI1629,5,4,-15.20221474,34.93048268,529,5,24/05/2018,24/05/2018,Maize,Store,Main,NA,5.664,NA,NA,0.292,NA,54.457,NA,0.018,0.39,0.015,1.727,27.025,4551.285,NA,1383.78,6.482,0.307,0.294,3281.64,NA,2.075,2248.91293,NA,0.354,NA,NA,0.275,20.698,773.82854,0.03191,16099.48475,0.28673,14.20318,0.0179,0.7463,0.7642,12.42102,3372.36415,0.00446,0.00005,0.02263,0.08634,0.00171,7.75436,12.3086,0.559,0.0136,10.66094,12.60401,7.77304,1156.78476,0.01384,13900.48496,0.52967,153.6108,645.88206,2.35374,159.4337,1516.90249,13.04623,348.07074,0.00875,484.28013,0.00813,0.15882,0.0588,0.09555,14.58098,78.94024,0.23057,0.01049,7.00022,48.26,241.83781,5.03785,303.04903,0.10135,0.00022,2.07496,70.02306,6.86,7.77,1.41339,53.27919,19.89233,85.13345,1.89821,34.09875,1.68534,0.16137,1035.09661,0.00089,0.90068,11.83745,3.67484,0.01334,19.88264
MWI1630,3,2,-13.36427162,33.9034532,1312,5,29/05/2018,29/05/2018,Maize,Standing crop,Main,NA,2.063,NA,NA,NA,NA,52.078,NA,0.02,0.349,NA,1.758,8.494,3343.793,NA,1220.737,7.143,0.362,0.402,2564.394,NA,2.068,1470.10284,NA,0.207,NA,NA,0.123,19.903,936.25725,0.21155,14482.00498,0.2591,8.24419,0,0.7935,0.7935,2.97563,843.31153,0.01985,0.00364,0.05544,0.17224,0.00139,6.3464,13.81225,0.37627,0.00575,9.03243,4.65562,31.59966,2030.03186,0.01016,30746.00769,0.18516,78.21376,1702.1902,0.81188,77.12275,1090.52509,62.16572,490.24306,7.49379,631.01431,0.00005,0.22044,0.0602,0.02034,2.44939,46.53965,0.33176,0.07074,6.90847,10.02,132.28719,0.12431,312.33373,0.11628,0.00013,4.6236,37.52255,4.98,5.78,1.47754,42.50415,3.8968,39.24073,2.86867,80.97933,4.44521,0.18595,1007.44253,0.00002,1.49364,3.1886,1.74287,0.33276,46.4806
MWI1631,6,5,-13.24924358,33.78666529,1144,6,29/05/2018,29/05/2018,Maize,Store,Main,NA,NA,NA,NA,1.051,NA,51.58,NA,NA,NA,NA,0.844,NA,3459.071,NA,1025.383,4.066,1.06,NA,2404.93,NA,2.745,1528.93947,0.00915,1.049,NA,NA,0.254,15.526,797.34444,0.24272,9382.81717,0.1194,10.31169,0,0.4777,0.4777,0.82841,355.33192,0.0083,0.00231,0.07105,0.11422,0.00687,5.33925,14.40964,0.12498,0.00431,2.03951,1.81976,12.70417,634.37565,0.0138,13369.25059,0.20547,86.29736,1091.14681,0.30808,29.1485,632.80542,36.94266,283.58474,16.67157,483.21823,0.00019,0.0821,0.0335,0.02081,1.31995,18.09381,0.11572,0.02593,4.38603,20.49649,103.63099,0.44678,197.59299,0.13835,0.00009,3.46224,26.64901,5.59,5.94,0.54235,21.1477,1.55298,16.90745,0.67695,23.18969,0.8792,0.08581,2454.10811,0.00005,0.73862,1.78404,1.66231,0.16738,13.15132
MWI1632,6,5,-13.2281268,33.74318853,1080,5,29/05/2018,29/05/2018,Maize,Field stack,Main,NA,NA,NA,NA,NA,NA,48.572,NA,0.026,NA,0.026,1.616,18.916,3696.068,NA,1288.958,5.71,0.198,0.726,2688.17,NA,5.152,1892.11124,0.02381,0.187,NA,NA,0.253,21.77,2519.58285,0.02303,52396.46485,1.05957,7.37204,0,2.371,2.371,14.46447,5507.07075,0.03511,0.00042,0.16438,0.82376,0.00023,61.41286,255.30319,3.28108,0.00575,61.09024,24.07392,16.94697,3928.1504,0.00629,72740.41951,0.52588,123.93599,1267.12653,8.96664,438.18222,4914.88503,54.50442,1468.18048,0.08074,2064.09871,0.00007,0.14007,0.1515,0.02729,3.33381,218.29806,3.31045,0.08114,91.09135,5.8531,92.88988,0.17821,182.93614,0.24491,0.0001,10.72158,102.01573,5.53,6.22,2.13558,112.39858,1.32985,113.96029,1.50887,118.96406,0.50562,0.32193,2845.4077,0.00001,1.73729,5.34963,2.88268,0.03601,74.47944
MWI1633,1,1,-15.43900703,34.59635261,753,5,26/05/2018,26/05/2018,Maize,Store,Main,NA,8.681,NA,NA,0.212,NA,87.508,NA,0.028,0.164,NA,1.613,28.108,3499.386,NA,1122.339,5.436,NA,0.218,2798.678,NA,1.932,1494.52832,0.01983,0.339,NA,NA,0.093,28.166,988.50615,0.26552,25323.64092,0.84435,NA,0,0.8824,0.8824,2.80465,1277.16655,0.00355,0.0008,0.02272,0.28826,0.00917,12.80061,37.47798,0.47944,0.00635,18.99745,4.31275,15.57123,1823.00031,0.00822,38507.89404,0.18595,77.39458,2989.89594,1.01071,104.57095,3318.43678,28.07365,264.00186,6.95387,411.88519,0.00007,0.16601,0.0685,0.03283,4.89289,105.92052,0.12362,0.02756,16.33458,3.94,151.7843,0.05081,293.35366,0.14791,0.0001,4.79887,57.23672,5.17,6.05,3.84863,30.41168,5.04451,59.03561,5.18182,195.27357,5.87393,0.27288,1647.97512,0.00002,0.30565,0.89311,1.91423,0.0675,33.25574
MWI1634,3,2,-13.39009882,33.8896757,1305,5,29/05/2018,29/05/2018,Maize,Store,Main,0.001,5.766,0.007,NA,NA,NA,64.802,NA,0.023,0.177,0.06,2.006,8.896,3381.507,NA,1173.189,4.668,0.453,0.264,2135.325,NA,21.782,1475.69125,NA,0.247,NA,NA,0.125,21.459,1873.624,0.25623,37380.52745,0.45552,15.06424,0,1.136,1.136,3.8348,887.05925,0.00862,0.00066,0.02961,0.27963,0.00049,12.92576,37.27269,0.37152,0.00407,12.84864,5.40821,11.63143,2020.9686,0.00442,54433.0425,0.2823,104.13011,1726.30687,1.31334,117.21284,1133.83518,49.41895,463.83784,0.64479,639.08037,0.00004,0.31516,0.0789,0.02888,2.54627,29.23681,0.0886,0.00994,10.01094,3.3,22.89508,0.02567,263.21853,0.13261,0.00015,4.61687,94.42021,5.03,5.89,3.03766,81.13157,4.15278,75.47254,3.73147,163.51613,4.39755,0.46757,865.85755,0.00001,1.0023,3.13666,2.30269,0.09955,58.03709
