ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI0030,1,1,-13.801193,32.88029758,1180,8,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.488,NA,49.238,NA,0.049,2.986,0.004,1.509,20.546,3408.641,NA,847.386,5.778,NA,1.559,2393.293,NA,5.3,1326.18869,0.00476,0.265,NA,NA,0.072,14.95,665.28691,2.3785,9622.96248,0.23602,NA,0,0.3211,0.3211,0.60673,NA,0.00173,0.00125,NA,0.0583,0.03155,3.40309,17.95337,0.1084,0.00719,3.74954,0.66573,12.61188,420.50382,0.01606,8574.33804,0.05602,26.57033,579.44798,0.16951,28.2007,267.11254,8.99015,60.56705,5.79561,133.652,0.00037,0.0947,0.0228,0.03076,4.08902,0.30311,0.03164,0.02392,4.31939,17.9,87.73188,0.34677,232.66169,0.10212,0.00016,8.96348,24.00598,5.45,5.89,2.15738,3.29814,3.94835,19.78363,2.91551,40.90081,3.64043,0.13635,657.40503,0.00009,0.23004,0.74994,1.60888,0.10757,13.41607
MWI0031,7,5,-16.91240885,35.27128701,32,5,16/04/2018,16/04/2018,Rice,Standing crop,Main,NA,7.733,0.021,NA,0.581,NA,88.32,NA,0.034,NA,NA,3.208,18.583,3205.159,NA,1432.838,17.392,0.907,1.015,3043.103,NA,0.839,1757.60208,0.27946,0.622,NA,NA,0.316,27.8,1222.30806,0.01426,21495.37896,0.57329,NA,0.0296,0.9328,0.9624,8.38377,4863.13414,0.02777,0.00103,0.11441,0.02033,0.00036,13.35963,56.58725,2.0052,0.00976,20.9871,13.26834,30.82354,4426.32671,0.00849,29753.00039,0.36885,90.07589,4631.47871,4.25177,341.44623,5575.78601,11.45484,461.21715,0.00518,684.91626,0.02091,0.57686,0.0672,1.10252,242.24533,565.2617,0.40992,0.00541,26.57371,28.16027,479.20442,0.64805,999.34217,0.33994,0.00011,6.28548,84.86773,7.35,8.41,1.35545,79.49349,14.79855,115.71552,8.63466,142.57091,4.74608,0.47206,1481.99439,0.01938,0.46736,8.53026,3.85185,0.00747,62.88003
MWI0032,3,2,-10.49408561,34.1419901,514,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,58.963,NA,0.004,0.233,0.004,1.901,2.914,4376.476,NA,1069.665,5.092,0.193,0.492,3227.177,NA,5.243,1732.72079,0.00735,0.351,NA,NA,0.108,24.214,581.57628,0.0162,13488.93782,0.25063,13.98632,0,0.5803,0.5803,13.68174,3094.68804,0.00914,0.0002,0.01516,0.03611,0.00009,4.93448,20.07962,0.20158,0.00407,4.20375,15.69756,18.17198,1341.82736,0.00621,21573.89046,0.18464,52.07496,1591.13017,2.11156,133.26468,2542.46686,22.03972,385.06609,0.01739,496.1376,0.00016,0.06999,0.0375,0.07709,13.57326,81.01218,0.36234,0.01863,10.23765,10.74545,64.82733,0.21774,342.85003,0.08041,0.00008,3.29574,25.18392,5.9,6.72,1.96862,13.648,2.28782,11.43584,2.97055,29.67544,2.55104,0.12722,255.15416,0.00001,0.39953,2.31711,2.76906,0.02193,24.38341
MWI0033,7,5,-16.93304673,35.26326612,34,5,16/04/2018,16/04/2018,Rice,Standing crop,Main,NA,3.557,0.011,NA,0.277,NA,91.515,NA,0.018,NA,NA,2.781,NA,2820.362,NA,1176.319,11.551,0.557,0.701,2481.005,NA,0.821,2021.06185,1.68065,0.71,NA,NA,0.322,12.843,1984.42008,0.02673,40814.55956,1.09388,3.49942,0.292,2.496,2.788,21.65317,18592.92918,0.05821,0.00035,0.21553,0.01308,0.00029,26.20374,110.35052,3.60568,0.01329,48.01275,34.11084,19.33063,4146.89006,0.00813,56028.63281,0.91266,165.89895,7746.43944,9.75434,489.56475,15477.54291,10.65939,1061.02365,0.00411,1516.88873,0.01842,0.35995,0.1604,1.30685,250.24503,755.96754,0.51985,0.00347,56.15069,34.18505,848.74346,1.19842,1302.36358,0.76555,0.00059,11.41249,210.61677,7.49,8.35,1.72504,129.33775,18.45516,192.79824,30.28235,534.59872,18.79762,1.10211,2118.81671,0.08851,0.74208,34.03178,4.03308,0.01532,133.35285
MWI0034,4,3,-15.58059585,35.36785031,780,6,16/04/2018,16/04/2018,Maize,Store,Main,NA,NA,NA,NA,NA,NA,61.718,NA,NA,NA,NA,1.849,NA,3475.951,NA,1187.527,4.584,0.17,0.452,2661.254,0.013,8.481,1857.13852,0.03636,0.477,NA,NA,0.219,27.263,2657.93125,0.09466,48088.60649,0.44234,31.97124,0,1.834,1.834,11.18287,2801.86278,0.02786,0.00093,0.07974,0.35926,0.00061,26.55739,72.61614,0.60666,0.00511,27.7767,14.46905,18.18636,4068.68948,0.00742,66576.44874,0.22877,79.52734,1842.46346,2.94659,214.79354,2071.61928,41.05435,809.04038,0.36524,1043.2423,0.0002,0.44032,0.1138,0.07035,10.41917,69.9717,0.56544,0.03478,29.9933,16.55998,270.39628,0.21028,695.28424,0.36546,0.00015,12.1795,142.59538,5.3,5.92,2.02615,66.35272,1.32655,85.29379,2.9065,182.59507,1.26587,0.59233,2138.03524,0.00003,3.44513,9.81273,2.45192,0.22388,122.23418
MWI0035,5,4,-10.64841765,34.06605592,1103,8,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.81,NA,40.062,NA,0.023,0.237,NA,2.015,27.459,4173.169,NA,1360.048,5.493,0.064,0.298,3350.883,NA,8.646,2073.24863,0.04787,0.427,NA,NA,0.24,20.073,1934.46275,0.23276,36729.61252,0.47868,NA,0,1.053,1.053,2.13444,576.87434,0.00181,0.00055,0.00802,0.29061,0.02907,21.81827,49.36457,1.49481,0.00965,51.42777,4.38012,12.11155,1883.23079,0.00819,40529.73965,0.25165,93.05286,3995.01373,1.03387,97.71541,4032.56415,45.52813,930.77794,32.47207,1180.11188,0.00008,0.09053,0.0856,0.04473,7.33905,70.09398,0.12515,0.03512,38.26049,5.58518,143.08002,0.04861,479.74036,1.40559,0.00031,29.15418,108.05584,5.35,5.35,3.31869,59.87595,1.46797,63.14484,5.35992,163.04945,1.98797,0.58785,930.67189,0.00003,0.16939,1.36903,2.3761,0.0336,44.45399
MWI0036,5,4,-10.60234115,34.10545589,1321,7,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,6.645,NA,NA,0.217,NA,85.919,NA,0.006,0.141,0.008,2.208,16.457,5554.568,NA,1301.174,5.603,0.136,0.104,2621.189,NA,13.052,2078.2943,NA,0.456,NA,NA,0.25,22.284,2668.31246,1.37588,48535.21283,3.85091,NA,0,1.764,1.764,1.69003,476.74788,0.01227,0.00585,0.04104,0.02087,0.02708,2.48442,26.0828,0.47154,0.00848,8.52964,4.54522,30.20253,1502.30667,0.03541,26525.16184,0.34795,118.89283,826.6969,0.82942,79.26412,836.72262,6.14571,43.37614,10.4998,90.39497,0.00012,0.72034,0.1278,0.05582,10.4721,44.65517,0.04639,0.01438,7.33496,35.00482,256.51182,0.17269,501.76668,1.64684,0.00449,12.48201,180.68713,4.81,5.09,9.16218,90.24367,3.26897,111.90019,10.9098,398.00831,3.29613,0.45839,166.60069,0.00017,2.08459,6.11525,1.8591,0.50677,34.80835
MWI0037,7,5,-16.94284945,35.2423122,35,5,16/04/2018,16/04/2018,Maize,Store,Main,NA,3.533,0.009,NA,NA,NA,68.136,NA,NA,NA,NA,2.716,20.637,6762.993,NA,2012.2,6.35,2.33,NA,5174.507,NA,1.683,2235.6121,0.05092,0.198,NA,NA,0.317,42.663,2201.31458,0.02594,45148.5606,1.57116,4.58563,0.0131,4.3679,4.381,23.56675,9163.22735,0.03255,0.00018,0.11967,0.14902,0.00093,32.75435,126.12841,1.36282,0.01157,47.07941,30.79312,30.53358,5588.02993,0.01519,66825.48491,0.51757,106.16685,6831.42127,7.01174,411.74396,10132.57433,30.70305,934.5809,0.01242,1167.84161,0.00474,0.98238,0.2885,0.19439,36.45267,350.06436,1.27654,0.0091,59.58097,35.89207,421.69777,1.09641,872.02472,0.27035,0.00029,8.82751,141.02282,6.58,7.1,1.69773,203.15328,12.09142,223.43841,8.27968,430.36057,5.64194,1.04417,2388.44023,0.00063,1.65526,16.14587,3.7161,0.01439,113.87403
MWI0038,7,5,-16.92514679,35.23773266,55,5,16/04/2018,16/04/2018,Pearl millet,Store,Main,NA,60.75,0.019,NA,1.038,NA,196.915,NA,0.203,NA,NA,5.508,161.95,5690.536,NA,1712.363,15.049,2.239,2.498,3553.068,NA,3.143,2334.8487,0.75804,0.844,NA,NA,0.535,66.268,1043.44604,0.00787,24855.47524,1.66389,NA,0.0025,1.0345,1.037,9.6324,4525.59251,0.05893,0.00073,0.25352,0.05115,0.00024,20.03637,195.41486,0.6418,0.00365,34.66616,12.42959,10.36173,2009.44874,0.00857,41630.30067,1.28017,313.35533,9795.12423,2.3579,184.74332,12095.34004,11.08707,448.35374,0.01902,727.79717,0.00363,0.8943,0.0468,0.05079,9.45359,400.44581,1.90171,0.05529,95.05956,33.18092,292.47946,2.74363,781.88531,0.0726,0.00006,4.8211,50.96569,6.24,7.02,0.37209,219.23211,3.23655,194.78692,5.95886,281.308,4.31568,0.71743,2732.42055,0.00004,1.00355,8.55683,3.65809,0.01228,114.76144
MWI0039,7,5,-16.91133786,35.24220156,62,5,16/04/2018,16/04/2018,Pearl millet,Standing crop,Main,NA,11.525,NA,NA,0.216,NA,250.513,NA,0.057,NA,NA,6.122,92.43,5115.721,NA,1708.215,14.806,0.748,2.226,3667.359,NA,5.001,2658.84635,0.19315,0.866,NA,NA,0.333,61.318,955.82501,0.00902,18056.27416,0.76567,NA,0,0.8739,0.8739,8.73255,4166.81423,0.03973,0.00115,0.11445,0.11132,0.00043,13.34512,59.2033,0.81078,0.00293,20.99814,10.28866,18.8674,2414.85473,0.0075,29495.05019,0.57885,146.4674,4474.9795,2.0066,156.975,4783.79095,25.66089,486.58379,1.38558,680.19258,0.00058,0.63307,0.0448,0.07715,13.33164,285.71488,1.33587,0.05809,29.76271,34.87678,320.4256,2.37996,893.29234,0.11288,0.00012,5.56245,44.30728,5.74,6.52,0.49266,56.74933,4.35789,52.76564,5.96032,132.75546,3.45475,0.47276,1561.99841,0.00003,1.38278,5.65539,3.09504,0.03232,67.12252
MWI0041,3,2,-10.24799993,34.10569495,471,5,17/04/2018,17/04/2018,Maize,Standing crop,Close pair,NA,1.161,NA,NA,NA,NA,87.24,NA,0.005,0.334,NA,2.122,12.207,5341.315,NA,1798.264,8.705,0.958,0.247,4686.427,NA,1.416,2064.97588,0.00901,0.324,NA,NA,0.12,29.559,579.99348,0.02457,8709.82868,0.19075,5.87194,0.0076,1.2724,1.28,8.99837,2860.35216,0.00659,0.00005,0.02245,0.0268,0.00047,3.4442,11.05272,0.32929,0.01034,5.43414,10.44697,5.61524,483.81642,0.01619,15613.3202,0.84014,288.52128,1816.00137,1.62316,133.50699,1534.16578,11.17551,209.10165,0.00538,382.93494,0.01012,0.25544,0.0938,0.06593,11.08062,55.87057,0.1421,0.00472,4.70043,46.33636,203.67908,9.38526,408.84753,0.12609,0.00012,2.79538,47.88482,6.58,7.53,4.27782,69.19131,12.47297,77.73449,3.60035,50.73353,3.71667,0.11558,1333.71309,0.0001,4.37596,11.76033,3.4124,0.02745,28.79635
MWI0042,7,5,-16.96850633,35.22189505,44,5,17/04/2018,17/04/2018,Maize,Store,Close pair,NA,11.269,NA,NA,0.119,NA,72.534,NA,0.02,NA,NA,2.036,28.762,6327.395,NA,2012.732,7.421,2.462,0.44,4359.273,NA,9.657,2418.14995,0.6942,0.407,NA,NA,0.335,34.809,1014.89306,0.00968,21062.59719,0.65902,NA,0.005,1.017,1.022,9.93472,5855.72539,0.03998,0.00027,0.139,0.0402,0.00024,13.39434,86.96247,1.05191,0.00474,24.36263,12.55583,10.85953,2671.90553,0.00722,31717.24194,0.89472,226.07019,6369.11142,2.33375,191.56319,8002.50729,10.31188,456.62341,0.01629,676.76267,0.0159,1.02637,0.0659,0.06093,10.79424,393.66404,0.91894,0.0142,39.5979,36.36066,448.62127,2.66236,1094.54275,0.18619,0.00003,8.13097,50.39935,6.58,7.25,0.39775,79.43326,2.2188,85.75801,11.20782,208.60651,5.79032,0.53111,1912.90314,0.00003,1.86734,11.55945,3.95339,0.00821,94.62342
MWI0043,7,5,-16.9681773,35.22165843,31,5,17/04/2018,17/04/2018,Maize,Store,Close pair,NA,7.862,NA,NA,0.118,NA,64.404,NA,NA,NA,NA,1.97,23.634,5235.968,NA,1550.011,6.676,1.52,NA,3423.551,NA,2.633,2371.85147,0.73109,0.269,NA,NA,0.298,25.581,1037.96656,0.00628,20191.39923,0.71945,NA,0,0.9166,0.9166,9.20382,5497.03954,0.03707,0.00039,0.13283,0.04057,0.00027,13.4275,84.89223,0.91344,0.00424,24.10742,11.4951,13.35357,2776.8839,0.00806,31376.9475,0.8788,235.787,6169.36219,2.17224,180.26388,7854.62446,10.93264,502.94855,0.01928,735.09152,0.00869,1.38096,0.0532,0.04209,6.96095,438.29583,0.95322,0.02042,38.3027,34.7429,437.1863,2.57012,1037.40863,0.13413,0.00006,7.0666,47.37429,6.23,6.88,0.36696,81.70163,2.43852,90.45634,9.05701,189.288,5.38476,0.55399,2179.53698,0.00002,2.21032,11.49735,3.67991,0.01665,93.5726
MWI0044,1,1,-13.79161227,32.89783588,1190,8,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.319,NA,35.072,NA,0.048,NA,0.023,1.339,23.998,3546.925,NA,1018.855,5.445,NA,0.174,2797.998,NA,15.578,1079.53112,0.00491,0.303,NA,NA,0.072,12.005,566.24053,15.36026,8608.02054,0.07326,NA,0,0.7122,0.7122,0.41556,NA,0.00127,0.00156,NA,0.0422,0.07697,1.65465,13.5025,0.07879,0.00707,2.00233,0.89728,48.28696,571.15887,0.22221,3616.50988,0.02162,10.61607,440.55629,0.00262,9.16413,111.16801,4.23098,17.33279,6.03062,64.49175,0.00005,0.04722,0.0508,0.05202,7.25302,1.94689,0.04831,0.04845,3.77914,9.44,NA,0.16726,73.44448,0.49029,0.00795,5.53939,29.48834,4.37,4.79,3.55137,20.90152,4.44887,42.48781,2.91678,48.99476,3.64767,0.08678,494.02971,0.00032,0.1574,0.46219,0.63118,0.23891,6.37576
MWI0045,4,3,-15.60563939,35.43172678,697,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,0.033,40.036,NA,0.029,NA,0.002,1.509,NA,3816.619,NA,1257.946,4.42,0.27,0.246,2778.8,NA,12.693,2024.47179,NA,0.707,NA,NA,0.218,25.114,1299.87352,0.05705,34341.77336,0.46941,63.68377,0,0.836,0.836,18.39539,4224.5296,0.00162,0.00014,0.02449,0.06641,0.00065,26.56278,55.90818,0.63454,0.00573,15.68549,26.25476,12.26784,1494.07281,0.01828,33191.03167,0.26632,64.13185,865.18097,7.19027,389.89672,3242.21974,8.57275,854.21919,0.85341,1034.92022,0.00006,0.02588,0.0527,0.36277,69.6866,181.4808,1.11681,0.11724,33.90966,2.0596,69.63784,0.06511,251.03688,0.59702,0.00015,10.66211,72.33659,5.95,6.6,0.83669,31.60132,1.93977,46.73016,1.16542,50.17771,0.90415,0.50851,2367.48445,0.00003,0.1277,3.07172,2.59527,0.04604,34.51322
MWI0047,4,3,-15.61109366,35.29814699,827,5,17/04/2018,17/04/2018,Maize,Store,Main,NA,9.573,NA,NA,0.659,NA,56.175,NA,0.013,0.064,NA,2.159,NA,3581.658,NA,1072.637,4.471,0.38,0.115,2518.37,NA,3.566,1718.22277,0.02853,0.691,NA,NA,0.22,18.4,1006.03067,0.21264,19953.854,0.29611,26.38178,0,0.9567,0.9567,3.42635,1044.85313,0.00336,0.00073,0.00558,0.28594,0.04254,8.7102,42.07216,0.34454,0.00611,10.02207,5.09285,16.63538,1244.0275,0.01339,27106.81891,0.19437,89.63393,1089.27855,1.44489,126.3447,1336.03795,31.55683,195.25279,12.8655,309.3943,0.00009,0.3411,0.0722,0.0562,8.96478,78.22484,0.21173,0.04041,15.11316,4.09839,101.30945,0.09224,265.70861,0.1315,0.00024,4.68284,45.11308,5.33,5.97,1.46827,46.32341,1.90554,56.26884,2.61317,102.29411,1.36066,0.35415,1880.62001,0.00001,0.85127,2.52798,1.669,0.3056,22.53155
MWI0048,4,3,-15.58173885,35.25190235,913,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,44.566,NA,0.03,NA,NA,1.619,NA,4056.822,NA,1447.036,7.6,NA,0.47,3035.96,0.009,6.807,1885.65185,NA,0.41,NA,NA,0.208,22.292,1289.66149,0.07893,24997.44768,0.30547,31.5532,0,0.8142,0.8142,3.26412,935.76024,0.00496,0.00077,0.0099,1.00594,0.06503,16.01482,137.4689,0.6276,0.00922,15.71988,5.06363,21.50685,1540.97108,0.01277,41109.12229,0.21715,92.45362,939.80926,0.98644,94.87317,1163.41065,72.06645,402.79972,23.35642,592.74527,0.00028,0.46108,0.0695,0.04362,5.96871,55.54298,0.98219,0.13021,38.35064,19.53496,177.95229,0.31504,384.21668,0.31998,0.0002,7.47149,63.3164,5.82,5.45,2.8932,51.71017,4.92429,64.03175,2.09402,112.78888,0.79258,0.35629,2025.17438,0.00002,0.89366,3.00172,2.20949,0.11171,31.74002
MWI0049,1,1,-13.79823808,32.88236305,1176,10,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.255,NA,67.643,NA,0.009,NA,0.005,1.917,13.614,4803.92,NA,1112.345,5.563,NA,0.107,3224.815,NA,6.964,1246.6127,0.01514,0.398,NA,NA,0.066,18.817,944.84107,0.07418,19500.69454,0.573,NA,0,0.8801,0.8801,2.77956,58.95661,0.00894,0.00063,0.014,0.06768,0.00062,5.63783,22.62603,0.26139,0.00809,6.91622,3.7628,15.20266,1075.24293,0.01743,15889.68801,0.07987,32.32426,1181.4003,0.37969,41.48596,559.39206,12.14058,140.47697,0.10541,214.75584,0.00054,0.42471,0.0622,0.05026,6.19225,14.19808,0.04868,0.00569,6.85246,25.52,150.06691,0.72527,439.97697,0.5538,0.00018,11.5704,47.48881,5.67,6.31,2.83142,42.49618,4.83068,60.13208,4.67902,117.09947,5.48307,0.20531,717.26946,0.00005,1.35569,3.4694,2.53816,0.06872,18.7887
MWI0050,4,3,-15.56805363,35.24148331,944,7,17/04/2018,17/04/2018,Maize,Standing crop,Close pair,NA,NA,NA,NA,1.043,NA,79.109,NA,NA,0.249,NA,3.552,NA,3683.464,NA,932.227,6.889,NA,0.251,2116.859,NA,4.998,1415.32022,NA,0.687,NA,NA,0.222,21.451,1169.86681,0.86724,22256.84645,0.37065,25.29648,0,0.7038,0.7038,2.12359,543.19194,0.00523,0.0022,0.00595,0.19872,0.06571,9.69485,46.11919,0.48016,0.00735,13.38796,3.11896,13.20845,1213.89748,0.01071,24913.75834,0.19637,108.83206,1669.98323,0.53411,55.44111,1608.41726,33.03187,346.23284,25.38084,461.55304,0.00002,0.13,0.0529,0.03037,3.59826,46.90247,0.13359,0.06054,15.65143,3.93196,152.80242,0.14091,263.33617,0.20579,0.00035,6.17417,50.68014,4.87,5.9,1.07482,36.34489,1.05361,34.36115,2.34876,90.0713,1.17159,0.44717,1589.41658,0.00002,0.42132,1.79586,1.31868,0.3826,24.55454
MWI0051,3,2,-10.30880217,34.16150887,470,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,6.406,NA,NA,NA,NA,57.467,NA,0.005,0.391,0.005,1.639,6.465,4285.51,NA,1128.679,5.776,0.675,0.605,3048.209,NA,1.827,1713.19796,0.02014,0.378,NA,NA,0.117,19.476,843.45112,0.02065,20014.62636,0.15964,16.91749,0.0007,0.6185,0.6192,6.43275,3302.59475,0.0022,0.00012,NA,0.04815,0.00028,9.89316,45.09726,0.52876,0.00648,23.88547,8.74937,16.59713,1907.83026,0.00815,26041.20317,0.32123,108.16213,5878.22157,1.81572,144.34186,7224.76009,6.80866,134.43677,0.02594,418.25577,0.00063,0.07838,0.0407,0.06183,10.07228,300.01385,0.17773,0.00877,21.4938,18.29091,155.27808,0.77687,545.41032,0.03911,0.00007,2.02396,27.78602,6.08,7.02,NA,37.50716,4.8741,16.4873,2.91183,56.34254,5.10333,0.17961,1537.21122,0.00002,0.30136,2.63489,2.85946,0.02,25.03399
MWI0052,3,2,-10.30201023,34.04013203,534,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,1.063,NA,NA,1.122,NA,103.088,NA,0.004,0.091,NA,1.78,NA,4580.288,NA,1081.728,3.533,3.154,0.24,2996.579,NA,0.436,1711.20057,0.00689,0.222,NA,NA,0.141,18.144,550.11432,0.02407,16397.16047,0.2553,6.41924,1.1037,1.0243,2.128,20.14942,41965.33509,0.00257,0.00005,0.06506,0.00886,0.00064,3.82915,17.28726,0.11715,0.00944,5.31111,22.01717,0.96539,222.3968,0.01408,13859.02974,3.00301,597.40821,3377.23612,1.79413,106.86915,3549.65084,1.75258,75.74326,0.00469,338.65133,0.02483,0.24701,0.0973,0.05509,8.34986,62.54855,0.05848,0.00365,6.50815,14.72727,521.80985,1.28673,952.47085,0.12381,0.00014,4.37054,73.6526,7.08,8.54,NA,110.84769,6.60176,88.31711,2.77172,44.89641,5.75151,0.1359,349.81277,0.00076,0.733,16.10304,3.85439,0.0104,22.14837
MWI0053,4,3,-15.55291491,35.27819403,848,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,54.551,NA,0.018,NA,NA,1.719,NA,4054.047,NA,1445.812,7.072,0.747,0.117,3038.197,NA,2.919,1613.24099,NA,0.363,NA,NA,0.213,23.189,1377.66328,0.05443,34973.63936,0.29027,21.07012,0,1.133,1.133,6.84661,1762.03862,0.00589,0.00015,0.00921,0.39573,0.00166,16.11566,61.62927,0.66549,0.00639,22.39948,11.10996,12.51642,1475.36955,0.01096,40727.47812,0.44974,185.43106,2613.41651,1.80496,157.35245,2662.32753,38.33621,380.76902,0.2563,568.826,0.00026,0.26094,0.0792,0.0507,8.36961,72.47972,0.39297,0.01669,24.72801,13.06491,146.71017,0.29735,301.53521,0.19577,0.00012,5.64159,66.86619,5.81,6.37,1.73948,52.76616,4.35461,62.13865,3.63901,156.63025,1.70231,0.42376,2099.61198,0.00001,1.01007,4.42385,2.77937,0.04343,39.54781
MWI0054,1,1,-16.06954697,35.14344052,913,5,17/04/2018,17/04/2018,Maize,Standing crop,Main,NA,1.459,NA,NA,0.155,NA,53.702,NA,0.018,NA,NA,1.698,15.179,5024.746,NA,1175.906,5.641,NA,0.092,3603.468,NA,6.689,1454.78556,0.02441,0.214,NA,NA,0.082,25.111,3036.90564,0.03072,50796.95229,0.41416,5.34836,0,1.465,1.465,7.22088,2114.49635,0.05203,0.00089,0.135,0.61205,0.00059,47.01544,134.54676,4.54516,0.0138,78.82981,2.31586,18.56167,3114.54951,0.00925,81848.43311,0.5167,154.01029,1025.32911,1.39665,120.60087,1284.82642,36.19224,938.35573,0.07802,1183.10386,0.00018,0.24541,0.104,0.04928,7.00829,82.02661,0.36775,0.01383,57.71195,38.57,408.10152,0.47252,1058.38123,0.70647,0.00021,11.72353,134.44242,5.82,6.32,NA,24.6888,6.36825,100.71087,3.26679,209.01083,7.77741,0.3392,2327.96328,0.00001,22.38513,45.58808,2.98041,0.33964,147.20983
MWI0055,1,1,-16.09166903,35.1924102,776,4,17/04/2018,17/04/2018,Maize,Store,Main,NA,4.608,NA,NA,0.338,NA,40.572,NA,0.026,0.133,0.001,1.443,17.303,3851.69,NA,1178.084,5.793,NA,0.276,3092.703,NA,5.251,1417.46553,0.01437,0.286,NA,NA,0.093,23.042,1265.11763,1.24008,25444.25677,0.47795,NA,0,0.6267,0.6267,1.595,1031.51791,0.00369,0.00187,0.01386,0.29488,0.05726,16.1057,42.33116,0.7449,0.00966,17.11199,3.00475,22.63622,1583.75768,0.01258,33152.21698,0.21782,78.03949,3701.66445,0.50368,56.50716,4202.92136,25.75398,334.57281,15.86289,473.53066,0.00005,0.21074,0.0488,0.05328,6.18408,91.87623,0.19453,0.10737,30.93856,30.78,213.49695,0.28318,999.07796,0.15214,0.00016,7.33277,55.4656,5.02,5.67,NA,23.83622,4.74683,46.83599,1.05609,109.50901,6.97143,0.33179,2026.67968,0.00002,2.44488,4.62796,1.46569,0.9466,34.5471
MWI0056,5,4,-10.62850799,34.16126663,1133,7,16/04/2018,16/04/2018,Maize,Standing crop,Main,NA,15.045,0.017,NA,0.343,NA,55.07,NA,0.017,NA,0.021,1.464,21.803,3773.793,NA,1271.91,4.596,0.893,0.176,2405.571,0.104,3.918,2261.01248,NA,0.347,NA,NA,0.256,28.664,2960.77431,0.03884,38117.04099,9.19074,NA,0,4.108,4.108,12.73613,3549.73989,0.01434,0.00011,0.04427,0.26132,0.00037,11.88854,33.82107,0.75029,0.00568,21.06593,20.00452,26.72035,2966.37223,0.00898,32118.14933,0.64181,196.70639,4200.87222,5.24559,380.15127,6917.75837,41.88179,693.94168,0.02629,874.28832,0.0004,1.91376,0.2832,0.11725,23.71419,152.17593,0.36398,0.00352,20.21493,4.17806,82.66783,0.05666,295.00627,1.43297,0.00011,16.42941,125.80713,5.7,6.03,2.43427,152.52556,4.85605,207.42887,3.01606,233.18501,1.8109,0.57527,295.15661,0.00005,1.37913,7.62044,3.28341,0.02302,52.96144
